result #	query	article title	article url	article description	Author	Date	total nr of results indicated by Google	Extra settings	
745	tiered blogurl:freepress.net	whitacre's internet comments misconstrued	http://www.freepress.net/news/15824	despite web reports to the contrary, at&t chairman edward whitacre did not change his position on net neutrality in comments made at an investment conference. he was referring to plans for the internet, not for the tiered services it ...	n/a	02/06/2006	36		
746	tiered blogurl:freepress.net	why the democratic web may be about to end	http://www.freepress.net/news/15726	corporations that stand to make billions if they can push tiered pricing through have put together a slick lobbying and marketing campaign. but supporters of net neutrality are inspiring growing support from internet users across the ...	n/a	29/05/2006	36		
747	tiered blogurl:freepress.net	when uninformed senators make laws...	http://www.freepress.net/news/16373	this is what happens when you have completely uninformed senators being fed completely silly and wrong information by large corporations -- like say maybe, oh, the telcos that want to create an (at least) two-tiered internet.	n/a	03/07/2006	36		
748	tiered blogurl:freepress.net	net neutrality: a tale of two internets	http://www.freepress.net/news/16491	europe is not convinced that the two-tiered american model works, but that's hardly the end of the debate. tremors from the us battle for net neutrality are begining to be felt in europe.	n/a	13/07/2006	36		
749	tiered blogurl:freepress.net	get loud	http://www.freepress.net/news/18208	the big telecoms and cable companies want to build "hot" lanes on the internet and charge companies and individuals who want their data transmitted over them. this two-tiered system would allow the big companies better access than the ...	n/a	08/10/2006	36		
750	tiered blogurl:freepress.net	keep net neutrality	http://www.freepress.net/news/16923	heavily funded efforts to get congress to allow a two-tiered internet would undo much of the web's greatness. they should be blocked, and net neutrality should be preserved.	n/a	05/08/2006	36		
751	tiered blogurl:freepress.net	internet accessibility should remain equal	http://www.freepress.net/news/17619	on the tiered internet, web sites like cnn.com can pay the big toll to drive on the four-lane highway, while smaller sites like the pacer online edition, a university newspaper, can only afford the crowded two-way street.	n/a	11/09/2006	36		
752	tiered blogurl:freepress.net	net neutrality and what the internet will become	http://www.freepress.net/news/19887	with net neutrality, anybody with five bucks to pay their isp can start their own web site, and be on an equal footing (technologically speaking) with the largest content provider. a tiered internet is a bad idea that will come back to ...	n/a	20/12/2006	36		
753	tiered blogurl:freepress.net	alfred kahn on network neutrality	http://www.freepress.net/news/18739	economist alfred kahn has a long history of spurring competition in mature businesses. yet in his commentary on net neutrality, he does not once turn to the matter of innovative new businesses facing a discriminatory system of tiered ...	n/a	29/10/2006	36		
754	tiered blogurl:freepress.net	the origins of the net neutrality debate	http://www.freepress.net/news/16439	telecos and their suppliers have been nursing dreams of a more flexible internet -- one flexible enough to allow tiered pricing -- for years.	n/a	10/07/2006	36		
755	tiered blogurl:freepress.net	"future of music coalition" on preserving the dynamism of the internet	http://www.freepress.net/news/16366	if congress allows cable and telephone companies to manage a tiered internet, it will go the way of commercial radio that has been allowed to self-destruct, thanks to a lack of reasonable regulation and an obsession with seeing a return ...	n/a	03/07/2006	36		
756	tiered blogurl:freepress.net	us house shoots down net neutrality provision	http://www.freepress.net/news/15950	without a net neutrality law, the internet will turn into a two-tiered network in which the fastest speeds are reserved for content produced by the large broadband providers and companies that pay extra fees, net neutrality backers ...	n/a	09/06/2006	36		
757	tiered blogurl:freepress.net	weigh in on net neutrality	http://www.freepress.net/news/15997	join network world's forum this week on network neutrality - whether telcos should be allowed to charge tiered rates for levels of service on the internet.	n/a	12/06/2006	36		
758	tiered blogurl:freepress.net	radio deal could face technical difficulties	http://www.freepress.net/news/21789	huge fixed costs, already strained transmission capacities and a plan to change from a one-price strategy to a tiered-price system will hamper shareholder and consumer benefits to a xm-sirius merger.	n/a	18/03/2007	36		
759	tiered blogurl:freepress.net	sen. stevens offers deal on net neutrality	http://www.freepress.net/news/16095	sen. ted stevens (r-alaska) has added a new section to his proposed bill aimed at preserving consumers' ability to surf anywhere on the public internet and use any web-based application does not include a ban on tiered services.	n/a	17/06/2006	36		
760	tiered blogurl:freepress.net	web inventor slams telecoms	http://www.freepress.net/news/15658	tim berners-lee -- the father of the world wide web -- suggests a chilling effect on voting and democracy could happen should telecom companies gain the right to enforce a tiered internet.	n/a	23/05/2006	36		
761	tiered blogurl:savetheinternet.com/blog	Comment on Internet Users Roar. Cable Giant Blinks. by Caps ...	http://www.savetheinternet.com/blog/2009/04/16/internet-users-roar-cable-giant-blinks/#comment-123362	Internet Users Roar. Cable Giant Blinks. (SaveTheInternet.org) Time Warner Cable on Thursday afternoon shelved its plan to impose excessive Internet fees against those who use the Web for more than email and basic surfing. […]	Caps, Metered Billing and Tiered Access,...  	22/04/2009	33		
762	tiered blogurl:savetheinternet.com/blog	Comment on Score the First Round for the Public by Caps, Metered ...	http://www.savetheinternet.com/blog/2009/04/17/score-the-first-round-for-the-public/#comment-123361	Score the First Round for the Public (SaveTheInternet.org) Today, I want to thank everyone involved in the grassroots movement that helped secure this first-round victory in the battle over broadband tiered pricing. ...	Caps, Metered Billing and Tiered Access,...  	22/04/2009	33		
763	tiered blogurl:savetheinternet.com/blog	Comment on Internet Users Roar. Cable Giant Blinks. by FAIR Blog ...	http://www.savetheinternet.com/blog/2009/04/16/internet-users-roar-cable-giant-blinks/#comment-123353	[…] Press Campaign Director Tim Karr (SaveTheInternet.com, 4/16/09) is celebrating Time Warner Cable having “shelved its plan to impose excessive Internet fees […]	FAIR Blog » Blog Archive » Activists...  	20/04/2009	33		
764	tiered blogurl:savetheinternet.com/blog	Net Neutrality: Put Your Foot Down | Save the Internet	http://www.savetheinternet.com/blog/09/11/23/net-neutrality-put-your-foot-down	Tiered access sets the stage for the internet to become the next corporate controlled media, such as TV or Radio. Once that happens, information becomes biased to support the views of the corporations that control it. ...	Justine Bateman  	23/11/2009	33		
765	tiered blogurl:savetheinternet.com/blog	Internet Freedom in the House | Save the Internet	http://www.savetheinternet.com/blog/09/07/31/internet-freedom-house	Rather, tiered pricing and application prioritization are sound business models delivering reliable, profitable product choices and unburdened internet ecommerce. Consumers and businesses currently have choices. ...	Tim Karr  	31/07/2009	33		
766	tiered blogurl:savetheinternet.com/blog	American Library Association Wants Network Neutrality | Save the ...	http://www.savetheinternet.com/blog/09/08/10/american-library-association-wants-network-neutrality	This is a traditional tiered pricing structure, and it is a fair and proven model. However, once a user has purchased bandwidth, there should be no artificial restraints on the legal content that he or she receives. ...	Carrie Lowe  	10/08/2009	33		
767	tiered blogurl:savetheinternet.com/blog	Telco Argument Implodes During DC Debate	http://www.savetheinternet.com/blog/2006/06/19/telco-argument-implodes-during-dc-debate/	“Tiered pricing for access is something we support. Amazon pays a lot more than 'Joe's-Internet-retail.com' simply because we use more capacity… That makes perfect sense to us. You pay for that capacity. But the important component here ...	tkarr  	19/06/2006	33		
768	tiered blogurl:savetheinternet.com/blog	FCC Chief 'Boldly' Commits to Net Neutrality | Save the Internet	http://www.savetheinternet.com/blog/09/09/21/fcc-chief-boldly-commits-net-neutrality	Allowing the isp's to determine the tiered system. Seems like it will create a closed Internet by limiting peoples access. What is a fair limit for each user, only enough bandwidth to check your email? Who sets the limits? ...	Tim Karr  	21/09/2009	33		
769	tiered blogurl:savetheinternet.com/blog	Teamsters Call on Congress to Support Net Neutrality	http://www.savetheinternet.com/blog/2007/10/04/teamsters-call-on-congress-to-support-net-neutrality/	Creating a tiered system of content delivery in which corporations can control which information gets out, which information is slowed and which information flows freely, falls into the latter category. ...	tkarr  	04/10/2007	33		
770	tiered blogurl:savetheinternet.com/blog	Net Neutrality a Must for Working America	http://www.savetheinternet.com/blog/2007/10/05/net-neutrality-a-must-for-working-america/	“Restricting access or creating a 'tiered network' runs the risk of restricting the internet only to those who can afford it. A 'pay-to-play' Internet is dangerous not only for any group that wants to organize it's members online, ...	tkarr  	05/10/2007	33		
771	tiered blogurl:savetheinternet.com/blog	Markey Amendment - SaveTheInternet.com Archive	http://www.savetheinternet.com/archive/2006/04/25/ed-markeys-amendment/	This will stifle openness, endanger our global competitiveness, and warp the web into a tiered Internet of bandwidth haves and have-nots. It is the introduction of creeping Internet protectionism into the free and open World Wide Web. ...	Matt  	25/04/2006	33		
772	tiered blogurl:savetheinternet.com/blog	The New York Times: Keeping a Democratic Web	http://www.savetheinternet.com/blog/2006/05/02/the-new-york-times-keeping-a-democratic-web/	Cable and telephone companies that provide Internet service are talking about creating a two-tiered Internet, in which Web sites that pay them large fees would get priority over everything else. Opponents of these plans are supporting ...	Matt  	02/05/2006	33		
773	tiered blogurl:savetheinternet.com/blog	Protecting the Web from 'Neutricidal Telcos'	http://www.savetheinternet.com/blog/2006/06/26/protecting-the-web-from-neutricidal-telcos/	Doctorow calls for meaningful regulation that would protect Net Neutrality while stopping the phone companies' plan for a tiered Internet. But he states that the devil is in the details. Any regulation should protect consumers, ...	tkarr  	26/06/2006	33		
